0,28268985.764891803
1,7309053.49652073
2,12322356.88570558
3,12233058.834590746
4,13599408.955931064
5,5306438.158880941
6,1717595.1174903116
7,3783632.0937642064
8,3113945.1100345543
9,794297.1167303993
10,734772.9444052766
11,1096263.5094764028
12,1188518.2041623583
13,1477636.956295596
14,457818.49367786164
15,1300932.1459386782
16,456392.8776449853
17,854597.6469247255
18,244403.24976209836
19,1033080.369555501
20,494647.0566365935
21,290808.951958867
22,377768.6143151119
23,278517.9953297086
24,321085.5547294571
25,1487179.0569178546
26,456384.5638016055
27,349447.1127466914
28,388707.06263922504
29,1009395.2788222833
30,866108.9760838518
31,448391.87202894257
32,347449.42568695673
33,225101.7018390309
34,227785.0162687774
35,219903.99197822378
36,193374.94757693887
37,264719.34102960594
38,772866.5536228095
39,1524602.88637316
40,365071.22689974145
41,358218.84702966723
42,302121.20060625364
43,676909.408025457
44,165072.89463151048
45,292677.94122495723
46,849359.0531057254
47,782688.240009246
48,345465.37725454953
49,231501.94364238947
50,317194.1560867795
51,186265.51951561857
52,309396.77168838447
53,202140.83036146284
54,341905.501567307
55,333667.5886976067
56,1086328.2298150568
57,343045.42668351845
58,854594.9160242896
59,488439.7189186412
60,395768.48093649244
61,483797.9114227301
62,285764.7454611038
63,233056.73404631251
64,476964.5049261485
65,391938.24974360224
66,491736.9461377312
67,599677.8838041575
68,246307.92897795016
69,351916.12601783837
70,281797.84101282293
71,155282.27091445331
72,141100.82865763185
73,178364.14974829718
74,315922.7806315177
75,311838.4241518563
76,433804.2165830643
77,413877.57729346957
78,202126.74424810224
79,409678.756980913
80,888675.0157693971
81,421046.2920703995
82,174026.25449319612
83,364511.21236138715
84,328871.08733034926
85,373780.58970371645
86,333083.1517980541
87,1180669.2668390912
88,752374.8860401806
89,378678.7555659031
90,572300.1003319307
91,282163.63970757334
92,240201.2488954518
93,169540.49888169536
94,102263.65527574252
95,331742.5809138415
96,752947.8234683335
97,358409.4459524499
98,120646.99079356709
99,360281.3141449615
100,552167.4455422447
101,275386.2412210713
102,324571.7905187282
103,274427.27597586595
104,225525.57937297228
105,235158.8113201106
106,689736.367497149
107,143042.00412531887
108,547303.2395918516
109,446658.4313438246
110,177755.40155959933
111,267905.2082180474
112,118949.16243462233
113,181081.17188256053
114,222541.46228182642
115,427008.8133774479
116,167846.84290519753
117,421080.9327370254
118,842931.9643921119
119,268050.69999151095
120,245385.80146753718
121,475000.96314023156
122,241868.75884306637
123,141313.7277550983
124,847453.0115275837
125,267330.9816984121
126,122846.90559494444
127,499954.2769989412
128,122999.6474329255
129,339519.9919931864
130,145694.29966689218
131,116823.22613620167
132,130662.02666141807
133,1571299.3912221391
134,121292.26633744565
135,125059.43087256167
136,126030.60744932547
137,106643.99640144847
138,116581.72049426367
139,126283.71768838406
140,137170.0887384792
141,436839.0170335007
142,399552.56127566984
143,106529.31987112985
144,326700.05782396905
145,91310.81353684864
146,94906.34149711503
147,104424.03606316568
148,173258.6016297103
149,394988.57780686585
150,115892.71492823146
151,121850.73752819776
152,836550.4831074267
153,112057.72532577519
154,417138.11823351984
155,111410.77960742285
156,147004.64147323076
157,117916.92313710265
158,109114.1944005414
159,230663.51326040537
160,217748.96414423842
161,136727.99779487797
162,231479.76789640053
163,104418.40236244247
164,188450.81835635562
165,306762.16561759217
166,492933.5376300648
167,92539.24918244401
168,95631.06067141081
169,262051.25168231523
170,223607.50285478542
171,200653.34884211415
172,425663.3289421451
173,130975.82472949011
174,166632.9765684106
175,316639.26867415407
176,125675.83118941318
177,96620.1613292548
178,484456.96560108004
179,53671.64758409244
180,53661.24503533151
181,53661.163334295656
182,118443.08437207926
183,53654.35660024798
184,302885.4912199469
185,53428.70668610057
186,105244.4849590247
187,511581.7134857493
188,89963.2624971318
189,191509.90660081408
190,362224.9416950365
191,246583.47562278152
192,79948.01101612468
193,486308.6768490828
194,109217.11587276898
195,90246.10197762019
196,288982.15628464933
197,245320.445447118
198,264944.8750104442
199,103421.65089431813
200,115542.96222318112
201,555502.6110242566
202,266685.45567348116
203,386139.2267282697
204,1081402.8933210261
205,196636.0051329353
206,99230.61500838227
207,211950.94573600104
208,229166.12766552388
209,426850.4943273228
210,138468.09277448273
211,136826.653142854
212,480772.046594062
213,252346.85558782803
214,109028.96655314162
215,149830.17821641333
216,134899.46437448976
217,307482.0841148305
218,481358.40158101055
219,437896.9632610056
220,994628.832294551
221,149266.2683271517
222,87442.75877122977
223,165367.98417814085
224,1014030.998741993
225,129106.34508751286
226,172664.45166087846
227,259682.1324188152
228,90378.44086136959
229,197946.29076325725
230,113091.4928989778
231,143830.00949400116
232,95016.85738094195
233,544955.2622132553
234,544642.8020675711
235,544770.7687609456
236,241908.80329326296
237,260612.1879186739
238,994290.4431034065
239,235398.03474473584
240,142833.70599905707
241,52274.41252391788
242,52243.35246489191
243,233984.2257027229
244,95534.8136159275
245,143809.4843330818
246,88857.63344785268
247,88833.22312834453
248,169269.41971736445
249,149687.04474528844
250,229992.6437504794
251,361788.9548391345
252,160758.7744080292
253,76241.87099729759
254,386049.2953353954
255,216646.20381078383
256,229819.28713128433
257,444273.7522960785
258,213611.35919977113
259,285798.65677072015
260,270974.8207616437
261,181493.68936863643
262,93874.33802910408
263,201301.33200027962
264,190953.52343045652
265,680495.6599757723
266,263779.24732850003
267,318254.7491073502
268,322966.5193959221
269,307499.4879802884
270,299182.1131167994
271,233122.75695419725
272,272196.1326965301
273,84763.63767946835
274,98975.23806843735
275,83888.31769159525
276,436888.2752917693
277,471743.8580936742
278,562483.0333627585
279,85869.740270751
280,102457.46369344564
281,296010.9449793446
282,256475.4391269246
283,195880.57173909896
284,129422.56669315138
285,1066912.3888524352
286,313938.02961150365
287,68075.70471695201
288,185887.13019789138
289,277029.2314763918
290,247341.14389832155
291,317515.19989051064
292,303167.6653995062
293,293296.7866211631
294,474526.82149610354
295,282104.5218104092
296,121129.17900667746
297,370306.0122189095
298,148755.3252945411
299,318643.5622928054
300,199014.160363707
301,183605.14805738372
302,214493.72452962614
303,114796.12173097544
304,230013.27143169456
